"","eventID","occurrenceID","basisOfRecord","scientificNameID","scientificNameAccepted","taxonRank","kingdom","phylum","class","order","family","genus","recordedBy","organismQuantityType","occurrenceStatus","licence","language"
"9919","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ750","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10019","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ751","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10121","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ752","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10220","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ753","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10319","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ754","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10619","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ755","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10719","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ756","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"11219","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ757","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"11319","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ758","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"12619","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009_occ759","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"13319","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008_occ760","HumanObservation","urn:lsid:marinespecies.org:taxname:205785","Palythoa","Genus","Animalia","Cnidaria","Hexacorallia","Zoantharia","Sphenopidae","Palythoa","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"135","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ761","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"231","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ762","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"358","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ763","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"620","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011_occ764","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"720","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011_occ765","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1049","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ766","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1142","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ767","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1420","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ768","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1520","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ769","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1620","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011_occ770","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1720","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ771","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1820","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ772","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2020","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ773","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2121","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ774","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2620","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ775","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"2720","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ776","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3020","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ777","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3122","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ778","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3221","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ779","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3320","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ780","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3420","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011_occ781","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"3920","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010_occ782","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4020","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010_occ783","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4120","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018_occ784","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4220","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010_occ785","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"4320","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010_occ786","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"9820","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ787","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"9920","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ788","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10020","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ789","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10122","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ790","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10221","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ791","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10320","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ792","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10620","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ793","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"10720","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ794","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"11220","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ795","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"11320","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ796","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"12620","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009_occ797","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"13320","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008_occ798","HumanObservation","urn:lsid:marinespecies.org:taxname:607338","Zoantharia","Order","Animalia","Cnidaria","Hexacorallia","Zoantharia",NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"136","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ799","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"232","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ800","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"359","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ801","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"621","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011_occ802","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"721","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011_occ803","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1050","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ804","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1143","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ805","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1421","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ806","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1521","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ807","HumanObservation","urn:lsid:marinespecies.org:taxname:558","Porifera","Phylum","Animalia","Porifera",NA,NA,NA,NA,"Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
