id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	eventRemarks	higherGeography	country	countryCode	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_441_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_441_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_442_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_442_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_443_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_443_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_444_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_444_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_445_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2013_445_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2013	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_446_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_446_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_447_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_447_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_448_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_448_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_449_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_449_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_450_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_450_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_451_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_451_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_452_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_452_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_453_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_453_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_454_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_454_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_455_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_455_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	3	15	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_486_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_486_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_487_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_487_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_488_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_488_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_489_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_489_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_490_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_490_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_491_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_491_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_492_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_492_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_493_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_493_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_494_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_494_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_495_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM1_2014_495_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2014	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim1	2	6	-17.48	-39.01	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_496_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_496_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_497_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_497_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_498_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_498_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_499_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_499_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_500_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_500_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_501_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_501_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_502_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_502_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_503_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_503_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_504_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_504_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_505_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_505_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	3	15	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_546_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_546_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	2	6	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_547_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_547_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	2	6	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_548_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_548_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	2	6	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_549_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_549_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	2	6	-17.46	-39.03	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_550_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:TIMBEBAS_TIM3_2006_550_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	tim3	2	6	-17.46	-39.03	decimal degrees
