id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	higherGeography	country	countryCode	locality	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_11	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_11	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF01_2016_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-15	2016	BrazilianCoast	Brazil	BR	BF01	BF01	20	20	-6.33352777777778	-34.9320833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF02_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF02_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-14	2016	BrazilianCoast	Brazil	BR	BF02	BF02	18	18	-6.37197222222222	-34.9708055555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF02_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF02_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-14	2016	BrazilianCoast	Brazil	BR	BF02	BF02	18	18	-6.37197222222222	-34.9708055555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF02_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF02_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-14	2016	BrazilianCoast	Brazil	BR	BF02	BF02	18	18	-6.37197222222222	-34.9708055555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-14	2016	BrazilianCoast	Brazil	BR	BF03	BF03	20	20	-6.37897222222222	-34.9703888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-14	2016	BrazilianCoast	Brazil	BR	BF03	BF03	20	20	-6.37897222222222	-34.9703888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-14	2016	BrazilianCoast	Brazil	BR	BF03	BF03	20	20	-6.37897222222222	-34.9703888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:baiaformosa_BF03_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-01-14	2016	BrazilianCoast	Brazil	BR	BF03	BF03	20	20	-6.37897222222222	-34.9703888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN01_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN01_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-07-16	2016	BrazilianCoast	Brazil	BR	CN01	CN01	13	13	-4.88518888888889	-36.0833416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN01_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN01_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-07-16	2016	BrazilianCoast	Brazil	BR	CN01	CN01	13	13	-4.88518888888889	-36.0833416666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN02_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN02_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-07-16	2016	BrazilianCoast	Brazil	BR	CN02	CN02	8	8	-4.88909444444444	-36.083325	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN02_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN02_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-07-16	2016	BrazilianCoast	Brazil	BR	CN02	CN02	8	8	-4.88909444444444	-36.083325	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN03_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN03_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-08-28	2016	BrazilianCoast	Brazil	BR	CN03	CN03	14	14	-4.86856388888889	-36.2333916666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN03_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN03_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-08-28	2016	BrazilianCoast	Brazil	BR	CN03	CN03	14	14	-4.86856388888889	-36.2333916666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN03_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:caicaradonorte_CN03_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-08-28	2016	BrazilianCoast	Brazil	BR	CN03	CN03	14	14	-4.86856388888889	-36.2333916666667	decimal degrees
