id	language	bibliographicCitation	basisOfRecord	occurrenceID	recordedBy	organismQuantityType	occurrenceStatus	eventID	verbatimIdentification	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_431	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_ilhas_rasas_2014_Video4_occ1760	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_431	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_432	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_ilhas_rasas_2014_Video5_occ1761	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_432	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_434	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_ilhas_rasas_2014_Video2_occ1762	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_434	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_435	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_ilhas_rasas_2014_Video3_occ1763	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_435	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_437	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_ilhas_rasas_2014_Video2_occ1764	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_437	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_439	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_ilhas_rasas_2014_Video1_occ1765	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_439	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_441	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video2_occ1766	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_441	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video3_442	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video3_occ1767	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video3_442	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_444	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video2_occ1768	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_444	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video1_446	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video1_occ1769	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video1_446	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_447	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video2_occ1770	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_447	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_449	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video4_occ1771	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_449	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_450	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video5_occ1772	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_450	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_451	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video6_occ1773	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_451	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_452	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video4_occ1774	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_452	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_453	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video5_occ1775	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_453	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_454	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video4_occ1776	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_454	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_455	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video5_occ1777	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_455	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_456	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video6_occ1778	Anaide W Aued	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_456	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video1_457	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video1_occ1779	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video1_457	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video3_462	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video3_occ1780	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video3_462	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_463	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video4_occ1781	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_463	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_464	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video5_occ1782	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_464	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_465	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video4_occ1783	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_465	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_466	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video5_occ1784	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_466	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_467	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video6_occ1785	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_467	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_468	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video4_occ1786	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_468	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_469	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:espirito_santo_tres_ilhas_2014_Video5_occ1787	Davi V Candido	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_469	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_470	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video3_occ1788		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_470	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_471	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video6_occ1789		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_471	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_473	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video3_occ1790		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_473	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_474	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video4_occ1791		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_474	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_475	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video5_occ1792		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_475	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video7_477	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video7_occ1793		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video7_477	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video1_478	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video1_occ1794	Renata CB Mazzei	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video1_478	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_479	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video2_occ1795	Renata CB Mazzei	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_479	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_482	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video5_occ1796	Renata CB Mazzei	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_482	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_483	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video6_occ1797	Renata CB Mazzei	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_483	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
