id	language	bibliographicCitation	basisOfRecord	occurrenceID	recordedBy	organismQuantityType	occurrenceStatus	eventID	verbatimIdentification	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video7_484	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video7_occ1798	Renata CB Mazzei	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video7_484	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_frades_frades_2012_Video1_490	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_frades_2012_Video1_occ1799		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_frades_frades_2012_Video1_490	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_cardinal_pedra_cardinal_2012_Video4_508	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_pedra_cardinal_2012_Video4_occ1800	Guilherme O Longo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_cardinal_pedra_cardinal_2012_Video4_508	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_545	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1_occ1801		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_545	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video6_550	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video6_occ1802		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video6_550	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_556	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1_occ1803		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_556	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_560	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1_occ1804		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_560	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_561	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video2_occ1805		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_561	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_566	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video3_occ1806		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_566	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_567	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video4_occ1807		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_567	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video5_568	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video5_occ1808		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video5_568	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_571	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video3_occ1809		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_571	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_572	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video4_occ1810		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_572	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video5_573	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video5_occ1811		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video5_573	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_574	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video1_occ1812		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_574	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_575	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video2_occ1813		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_575	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_576	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video3_occ1814		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_576	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_577	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video1_occ1815		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_577	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_578	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video2_occ1816		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_578	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_580	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video1_occ1817		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_580	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_salao_salao_2010_Video1_605	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_salao_2010_Video1_occ1818		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_salao_salao_2010_Video1_605	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_633	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video1_occ1819		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_633	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_635	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video1_occ1820		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_635	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_636	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video1_occ1821		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_636	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_637	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video1_occ1822		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_637	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video1_639	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video1_occ1823		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video1_639	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_655	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video2_occ1824		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_655	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_656	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video2_occ1825		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_656	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video2_666	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video2_occ1826		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video2_666	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video3_671	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video3_occ1827		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video3_671	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_683	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video4_occ1828		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_683	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_685	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video4_occ1829		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_685	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_686	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video4_occ1830		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_686	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video4_687	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video4_occ1831		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video4_687	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video4_690	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_porcos_oeste_2010_Video4_occ1832		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video4_690	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video4_692	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_porcos_oeste_2010_Video4_occ1833		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video4_692	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video5_696	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video5_occ1834		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video5_696	Dictyota.sp	urn:lsid:marinespecies.org:taxname:144086	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	Genus
